"","participant","consent","illness","group","age","sex","education","ethnicity","politics","prop_correct_WCST","mean_RT_WCST","median_RT_WCST","study_purpose","evaluated","interpretation","suspicious","disclosure","IU_scale.q1","IU_scale.q2","IU_scale.q3","IU_scale.q4","IU_scale.q5","IU_scale.q6","IU_scale.q7","IU_scale.q8","IU_scale.q9","IU_scale.q10","IU_scale.q11","IU_scale.q12","ETMS_1","ETMS_2","ETMS_3","ETMS_4","ETMS_5","ETMS_6","ETMS_7","ETMS_8","ETMS_9","ETMS_10","ETMS_11","ETMS_12","ETMS_13","ETMS_14","ETMS_15","ETMS_16","ETMS_17","ETMS_18","Q1","Q2","Q3"
"1","6a24fd7340c8e0aa450c2b10","1","0","2","19","2","2","10","6","0.73015873015873","2227.60317460317","1993","To see how you make decisions based on information/context.","I believe the category selecting activity and social decision making activity evaluated my decision making skills based on the situation.","It said I did about average. I agree as my social decision making is not the best. I expected lower but seeing I did about what the average did was surprising in a sense.","No, I did not think of that at any point. As I continued the study I though my decisions were resulting in certain questions and more.","Item 1",2,3,4,1,2,1,4,0,2,1,3,1,5,7,3,1,7,6,2,2,1,1,5,1,2,6,1,1,2,4,2,4,3
