"","participant","consent","illness","group","age","sex","education","ethnicity","politics","prop_correct_WCST","mean_RT_WCST","median_RT_WCST","study_purpose","evaluated","interpretation","suspicious","disclosure","IU_scale.q1","IU_scale.q2","IU_scale.q3","IU_scale.q4","IU_scale.q5","IU_scale.q6","IU_scale.q7","IU_scale.q8","IU_scale.q9","IU_scale.q10","IU_scale.q11","IU_scale.q12","ETMS_1","ETMS_2","ETMS_3","ETMS_4","ETMS_5","ETMS_6","ETMS_7","ETMS_8","ETMS_9","ETMS_10","ETMS_11","ETMS_12","ETMS_13","ETMS_14","ETMS_15","ETMS_16","ETMS_17","ETMS_18","Q1","Q2","Q3"
"1","6a22489f323f5943256679ed","1","0","2","46","1","5","10","6","0.587301587301587","4096.61904761905","3029","Our behaviour in social situations and how we judge other people's perspectives.","Yes I did.","I felt a bit low and judged as I thought that was my way of expressing myself in those social situations.","No","Item 3",1,4,3,3,3,3,4,3,2,3,1,2,5,2,6,4,6,5,6,3,5,4,5,5,4,6,2,3,5,6,5,6,4
